epoch,train_loss,train_accuracy,train_f1,val_loss,val_accuracy,val_f1
1,0.5536277100968001,0.8316582914572864,0.7774086378737541,0.5157647728919983,0.7674418604651163,0.696969696969697
2,0.4472298798848636,0.8844221105527639,0.847682119205298,0.44626733660697937,0.8255813953488372,0.7692307692307692
3,0.37555864498243857,0.9020100502512562,0.8695652173913043,0.39440619945526123,0.8604651162790697,0.8125
4,0.3255723801689531,0.9095477386934674,0.8791946308724832,0.35745519399642944,0.8837209302325582,0.8484848484848485
5,0.2907813903524648,0.9195979899497487,0.891156462585034,0.328388512134552,0.8953488372093024,0.8615384615384615
6,0.2641761481162891,0.9170854271356784,0.8873720136518771,0.3040754497051239,0.9069767441860465,0.875
7,0.24299663417602904,0.9246231155778895,0.8972602739726027,0.28450897336006165,0.9069767441860465,0.875
8,0.2263647214551667,0.9296482412060302,0.9041095890410958,0.26696503162384033,0.9186046511627907,0.8888888888888888
9,0.2122328881193046,0.9447236180904522,0.9246575342465754,0.25289058685302734,0.9186046511627907,0.8888888888888888
10,0.2004231347061282,0.9447236180904522,0.9246575342465754,0.24000290036201477,0.9302325581395349,0.9032258064516129
11,0.19039558989917812,0.9472361809045227,0.9278350515463918,0.2290673553943634,0.9302325581395349,0.9032258064516129
12,0.18143352993469142,0.9472361809045227,0.9278350515463918,0.21879969537258148,0.9534883720930233,0.9333333333333333
13,0.1738512982525418,0.949748743718593,0.9310344827586207,0.20943821966648102,0.9534883720930233,0.9333333333333333
14,0.16705348069344333,0.9522613065326633,0.9342560553633218,0.20161575078964233,0.9534883720930233,0.9333333333333333
15,0.16093436965541025,0.9522613065326633,0.9342560553633218,0.1948072910308838,0.9534883720930233,0.9333333333333333
16,0.15548061912682787,0.9522613065326633,0.9347079037800687,0.18882311880588531,0.9534883720930233,0.9333333333333333
17,0.15060630766440875,0.9522613065326633,0.9347079037800687,0.18295960128307343,0.9534883720930233,0.9333333333333333
18,0.14624168839885962,0.9547738693467337,0.9379310344827587,0.177293062210083,0.9534883720930233,0.9333333333333333
19,0.14213039692322813,0.9547738693467337,0.9379310344827587,0.1725807934999466,0.9651162790697675,0.9508196721311475
20,0.13838810653392994,0.9597989949748744,0.9444444444444445,0.16805529594421387,0.9651162790697675,0.9508196721311475
21,0.13501056616929308,0.9623115577889447,0.9477351916376306,0.16373573243618011,0.9651162790697675,0.9508196721311475
22,0.13195394694655385,0.9623115577889447,0.9477351916376306,0.1597420871257782,0.9651162790697675,0.9508196721311475
23,0.1289537733972971,0.964824120603015,0.951388888888889,0.1564398556947708,0.9651162790697675,0.9508196721311475
